"";" Pre82";" Pre83";" Pre84";" Pre85";" Pre86";" Pre87";" Pre88";" P0_89";" P0_90";" P0_91";" P0_92";" P0_93";" P0_94";" P0_95";" P5_96";" P5_97";" P5_98"
"152041_at";3,27393631612299;3,0643621183084;3,78435965559283;3,99248870249996;3,50741687884478;3,52094916679743;3,51396764018488;4,15319449824893;4,20739381795634;4,01226442626334;4,34963331912007;3,97883719030447;4,14388329014647;4,26616689274465;4,25577498080704;4,02800669046065;3,79666110937402
"144352_at";5,18967514114686;5,64915557566114;5,6130722550513;5,70133407138134;5,815922498946;5,69110078554761;5,93572591439837;5,20214340873675;5,07975267730884;5,11201551498001;5,34934235999994;5,44540159708367;5,23420077066905;5,32031806018952;5,3938004751157;5,65319110404505;5,56451541516469
"144358_at";7,48081728669932;7,55927115716867;7,526972015587;7,69303616222999;7,71874525817254;7,71767060934094;7,41237902108171;7,22911086842071;7,26567857149288;7,27364925156514;6,99797310972462;7,21426173652079;7,15836652423069;7,05255526762964;7,92622210186779;7,83591543660808;7,82192395426606
"154641_at";6,43233273949999;6,18467391489609;6,1704477165487;6,47634675027965;6,23710175597605;6,11286934678369;6,23987976609727;6,94481624498747;6,62774821892728;6,94064619825255;6,74013293322613;6,58511933101019;6,86080319126018;6,79031118846681;7,04964530321548;6,83574610483261;6,69866550628663
"142138_at";6,6550862864902;6,434222047031;6,33328248045663;6,32223087746751;6,06155369906928;6,16295630253077;6,62277092964434;6,62369488439342;6,12482445665894;6,64689692677537;6,4791588954162;6,05563665458425;6,43670536384845;6,99765120072422;6,61145098817042;6,21005129467186;6,14666389333269
"142971_at";6,61997817798994;6,06911601005605;6,0614242884597;6,54299290473124;6,1566921311481;6,13575882027196;6,1519554498586;6,99303888748265;6,56869524264767;6,90373286816927;7,14400686455391;6,68544098782202;6,62342139493234;7,05567431965365;6,81236581424473;6,62373965991816;6,70952053187775
"155115_at";5,12216077888399;5,51689009552443;5,17490392172381;5,71209822538505;5,3808189349889;5,44752894250532;5,51292046603604;5,86625402879344;6,0613055443171;5,72506695484724;6,05609517305814;6,10024904417984;6,10229199360663;5,49401145957557;5,74843677127604;5,62211353648931;5,63645710264405
"141699_at";6,54516813493537;6,29775915689469;5,73826292513259;6,48514245525743;6,75715058642304;6,36815471253649;5,84087098390973;7,08708776821381;7,43846874947676;7,47570498598078;6,85613113584404;7,21375135546411;7,26072245700607;6,88696064813464;6,81337965293262;6,55503661455039;6,38965319596847
"151685_r_at";5,55945932721633;6,43538911541706;6,36607047428702;6,98370374366051;6,52939606086634;6,40161018074917;6,30629590836099;6,64738122462911;6,79500904117361;6,25120492016526;6,97926792326499;7,1726523588064;6,98928327068163;6,08906163810041;7,13501507701925;7,02888674336851;6,94612318803742
"153277_at";8,63342656471733;8,61485528222009;8,72262486394632;8,37664762076322;7,59686792877486;7,50074081213406;8,50984232815319;5,41685981051189;5,1353849622414;5,526510254409;5,80032713848282;5,46351514855336;5,59093020263179;6,1309685771726;5,5221516964814;5,27890506853625;5,410793861591
"142918_at";9,69743505727569;9,66254340644912;9,73775403435871;9,5384584070992;9,33229731178928;9,66034871442611;9,59461283109048;11,1649930519142;10,3652772220838;10,1190977616007;10,6278464761689;9,86650738814807;9,72709548913216;10,4777083384147;10,5226019622637;10,6878596433698;10,7894992065836
"141586_at";4,51831355768157;4,65275225681432;4,56113331492294;4,63131642641867;4,50003671209302;4,38732421255753;4,67510826499089;4,8970032943432;5,06532399668475;4,76955457751476;5,06998242341876;4,75685798690408;5,17835273781708;5,38228306220358;5,05854388495205;5,20612495850584;4,68879824731984
"142357_at";4,31267157066793;4,0232185233313;4,32339294751863;4,71351452214058;4,16674486242433;4,73433442817054;4,28825789189135;4,81690705577841;4,76281940576579;4,93095162045122;4,3857268416865;4,76392747135642;4,94993913246723;4,99750186464249;4,88015006095702;4,65753464995315;4,8271814806858
"144119_at";6,35678228653613;6,83053475164424;6,55509599776618;6,51569618423849;6,52181258995038;6,64327516823364;6,79741149453113;5,67094875142057;5,86945081135418;6,1256246444836;5,71185609688248;5,93292229867664;5,78076060188228;5,97198532999276;6,26437083340068;6,14616660811902;6,49985438492701
"144392_at";6,18458270298213;6,07980324625484;6,15566898766336;6,15661365802829;6,04239670575811;6,14100781951047;6,0950817280369;5,49194865907974;5,62529545573484;5,77933105621626;5,59380348849344;5,76252441698855;5,76425290759525;5,94421051506182;5,62144583210123;5,6944865780879;5,41095702227918
"154145_at";9,23221977982892;9,21114224737006;9,09371365410184;9,55409928603812;9,34190535107228;9,20108286476522;9,08558854309196;9,65440982793271;9,84897230207093;9,59102630561903;10,0352971688934;9,81000775554604;9,86213360226735;9,31084414291768;9,84451044208885;10,005974870245;9,69105496591343
"143989_at";4,17744426710966;4,13868645399692;3,72155950356677;3,89541190392464;3,74694030057305;3,92879433691589;3,8511531641266;4,71357373002415;4,33902125706938;4,63767541617697;4,75085633732836;4,49731208576146;4,48117719820999;4,39932346667007;4,50502587009806;4,15815576836172;4,10762242378667
"154948_at";5,61265914637153;5,53797279823758;5,31806830585072;5,96909331544898;5,43512093722525;5,84262316349273;5,61588093734788;6,08748936704399;6,4637959852599;6,4802341492637;5,99343932199299;5,84941007412986;6,230329634245;6,17397206349066;6,10569694251809;6,36470275475884;6,22208189447953
"141448_at";6,25553126429395;6,33181357228599;6,57546411579372;6,53525255983839;6,38502706686582;6,54168438829448;6,52861165458865;5,87968705885886;5,90025610480154;6,1769090518892;5,49294802237565;5,49989908062899;5,49278394923478;5,7706087850452;5,99629100743824;5,83336825949404;6,02637418705447
"153672_at";6,05526506486929;5,95929357956549;6,15624860635842;6,17304771755302;6,04496425176763;6,0637460693701;6,14174672760321;6,68952850275501;6,81179049513905;7,06605705495467;6,91587453023018;6,73221690978411;6,79285400726927;7,12266351874914;6,78180673750198;6,52050039657221;6,70669668308417
"144004_at";5,01344934039986;4,76409114858513;4,83378988908302;4,28406566506789;4,37023070067647;4,36079156967866;4,64627653184657;5,69133535438154;6,06733198422625;5,75068329577657;5,60177766141237;5,34751886529419;5,43711459691819;5,46766557351808;5,06684852324515;4,76648260221088;4,75737683487372
"153142_at";4,33138749221815;3,96864452144589;4,26327162956713;4,02608014557215;4,01834754843637;4,03080912147974;3,97213072378004;4,62616195036107;4,41300797613199;4,69523045220612;4,40230574369625;4,44985293986722;4,32108873509556;4,56706227259161;4,30513600132218;4,43355056428941;4,11362038205676
"152343_at";4,31428432476584;4,4336742666679;4,61838482708168;4,56011282881731;4,5655788844789;4,4852378702129;4,54273031069533;5,13581579977027;5,30110280153955;4,93839297649466;5,30636896186706;5,24045352385694;4,96592059366837;4,78058067833107;5,00735581484704;4,81661374447349;4,49157523795041
"153114_at";6,5779630981344;6,30895793625715;6,63519148186575;6,51701234624034;6,62129556379594;6,63911424307176;6,27632860148838;6,10036789448729;5,98187746509401;5,99984237914715;6,11332033418904;5,87120388558964;5,61375492996806;5,82709654090063;6,01136294966414;6,19461876667776;5,98279862335049
"154287_at";6,04994520232212;6,37826945951086;6,15108233710736;6,22666301762532;6,18153731323896;6,48770180221285;6,3749687331746;7,13355876264435;6,7957940178846;7,13458957646384;7,16177156908184;6,90331057974425;7,06270040102103;6,77488127636187;7,15299332202717;7,21427954364329;7,07504202238746
"151618_at";6,69202973574538;6,73049145984151;6,63281352550389;7,08931217002519;6,80421312428799;6,72563301283717;6,59692927890925;7,42696828191771;7,3569753364533;7,71183684547711;7,04276619324316;6,86943903999137;7,49396025386655;7,17841248988676;7,48182914544903;7,16727542065922;7,22722940305434
"142778_at";3,53412439655611;3,95580655522301;3,71258306361535;3,95558548303971;3,99944229425565;4,08471626344702;4,23099536860257;3,3363216542918;3,67454776911679;3,52859926156804;3,47301309682087;3,74591319648037;3,55108628822142;3,89497046770198;3,72677487532599;3,60633765232911;3,66195370721669
"143572_at";3,79584500742537;3,2945972999842;3,91103729377683;3,38632817189276;4,00132525566683;3,6950504771829;4,02831391430019;3,34506090546223;3,17862564502529;3,31640999112882;3,18210718474455;3,37596246737335;3,46657015994984;3,39772318619788;3,25454266653753;3,32163875510836;3,1231796405374
"144105_at";8,34741523786953;8,17344570733815;8,31609218642879;8,28118147609977;7,72620398438581;7,78926149967326;7,81824225979698;6,85115158336448;6,70471649340585;6,9708593299732;6,87542945680586;6,91712226464399;7,1173023895108;6,95928952088869;7,51685789988965;7,14348254339634;7,36872075035412
"152267_at";6,27725937998246;5,82881775765535;6,02386506661909;5,70987813593294;5,75638790963748;5,65754159023281;6,07979754678251;5,28067523821531;5,08592513082024;5,81904254899802;5,36876717369454;5,26290700946146;5,57356399474177;5,79068483958137;5,55399369936831;5,25805601359747;5,01310066385679
"153358_at";5,05281758644022;4,95688330351707;5,36731851201212;5,17142044655494;5,16385359545777;5,10290606255855;5,09767781107049;6,06088668996829;5,5372343314121;5,33011228159753;5,90045149793868;5,14401003888515;5,69971587265038;5,40364136772127;5,42185120999025;5,54571759239185;5,42711262865166
"141464_at";4,77322628289283;4,5951265342601;4,30980648633582;4,87849229165562;4,78747829273708;4,73428724570363;4,56221584069006;5,62908804904446;5,8378902167378;6,01206938151128;5,30121525756307;5,59702124522254;5,6595405439701;5,35245075361742;5,03952356787497;5,20102974031623;5,14266038003533
"154046_at";7,13697443875048;7,05994832608391;7,0179364744536;7,1286137515877;6,8968194092145;6,75726997872913;6,96108582672211;7,41291855513233;7,50627663181531;7,58376007490634;7,60230107765066;7,45438001052421;7,58372319719415;7,79540932651903;7,50343660896404;7,22048385754662;7,19050854232166
"152376_at";6,88152614740987;6,66960911330052;6,57429647826887;6,5923590943941;6,62228065833079;6,51429278914949;6,14733594198344;7,41356465606983;7,16809502205691;7,11428398826013;7,51763519764419;7,12473109171181;7,24517235475749;7,33526338683248;7,30723370055494;7,27813329066963;7,07930566174942
"153060_at";6,43908423245618;6,46522580149027;6,34822576032396;6,23908728736974;5,85994696129866;5,95056228887972;6,3895739563499;7,42463244732139;6,8441211923433;7,10437760158254;7,12239694644485;7,03834102495982;6,74985355688478;7,24885350678256;6,14651289393787;6,03294457951486;6,02298958366805
"143018_at";5,87112418929354;6,30756575163905;6,44612509560607;6,46641378664129;5,99075085286076;6,09815049737119;6,26121433023492;5,58702123095;5,85084446520117;5,12339635929125;5,49098315390104;5,52192422047376;5,49163070714936;5,82432339024837;6,1490264882009;5,96212451057609;5,92066760156901
"141722_at";6,07113937244387;6,01592074282682;5,84097020736697;6,11945028836025;5,7926685430774;5,77280496439564;5,66203297132433;7,68644266258589;6,92950530912885;7,19596085217564;7,57179983999245;6,86189391821156;6,9319773317671;7,26094522480739;7,17057364234902;6,99822169932786;6,92143922254182
"151468_s_at";6,56915003156725;6,56895180800715;7,27829791923479;7,20787818697665;6,76216980083845;6,43720716655655;6,81536324915204;7,18829939398886;7,34280650334584;6,89244149469462;6,94305334539918;7,0879749782669;6,93162934409316;6,46901548054128;6,8961805972158;6,89627291709122;6,99080986241371
